"user","art","auxv","conj","adv","ipron","ppron","prep","quant"
"Stormwatch",1,3,0.5,1,0.5,2.5,2,0
"Storye book",5.81818181818182,6.81818181818182,5,3.45454545454545,5.09090909090909,7.27272727272727,9.72727272727273,3.45454545454545
"Stoshmaster",1.775,1.725,1.8,1.675,1.425,3.025,3.7,1.125
"Stpasha",5.66666666666667,9.66666666666667,10.6666666666667,5.33333333333333,4,6,12,4.66666666666667
"Str1977",2.45161290322581,3.09677419354839,2.32258064516129,1.83870967741935,2.32258064516129,2.12903225806452,4.29032258064516,0.645161290322581
"StradivariusTV",12,7,8,9,9,10,19,7
"Straif",5,9,6,9,12,6,7,1
"Strait",7,6,6,2,6,5,3,2
"Stralia",2.25,8.25,3,3.25,2,8.75,4,1.25
"Strandwolf",2,4,2.5,2,2.5,3.5,2,1
"Strange Passerby",3.29508196721311,3.59016393442623,2.49180327868852,2.01639344262295,2.26229508196721,3.70491803278689,6,1.26229508196721
"Stratavarious1",0,1,1,0.5,1,0.5,1,0.5
"Strausszek",4,5.6,6.2,5,5.4,4,10.4,4.6
"Strawberry Slugs",4,3.25,2.75,1.25,2.5,0.75,4,0
"Strawberry on Vanilla",0.666666666666667,2.33333333333333,1.66666666666667,1.66666666666667,2,3,2,0.333333333333333
"Strawless",2,5,1,4,3,3,2,0
"Streamless",0,3,0,1,2,2,1,0
"Strebe",3,0,0,0,1,0,2,1
"Street Scholar",1.5,2,2,0.75,1.25,4,4,1.25
"StreetSharksFan",1,1,0,0,0,3,2,0
"Strikehold",2.75,1.25,1.5,1,2,2.5,4,1.25
"Strikeout_Sister",1,0,1,0,0,0,1,0
"Strikerforce",0.666666666666667,0.666666666666667,1.33333333333333,1.33333333333333,1,2.33333333333333,2.66666666666667,0
"Striver",1.55555555555556,2.61111111111111,1.61111111111111,1,2.11111111111111,3.22222222222222,3.16666666666667,0.611111111111111
"Strobe z",8,4,7,2,1,9,10,5
"Strombollii",2,3,1.75,1,1.75,3.25,5.25,1.5
"Stronach",4,3.5,1,1,2.5,2.5,3.5,0.5
"Strothra",3,3.75,1.9375,1.8125,2.375,3.0625,4.9375,0.8125
"Struthious_Bandersnatch",6,7,4,3,4,4,10.5,2.5
"Struway2",4.2962962962963,3.77777777777778,3.33333333333333,1.88888888888889,2.66666666666667,3.7037037037037,6.88888888888889,1.48148148148148
"Stryik",1.33333333333333,2,1.33333333333333,2,1.33333333333333,1,3.66666666666667,1.33333333333333
"Stu pendousmat",6.66666666666667,3.66666666666667,3,2.66666666666667,3.66666666666667,4,9,2.66666666666667
"Stu.W UK",4.33333333333333,6.33333333333333,2,3,2.33333333333333,5.33333333333333,5.33333333333333,2.66666666666667
"StuRat",2.39338235294118,2.73161764705882,2.09926470588235,1.69852941176471,1.89338235294118,2.55882352941176,3.89338235294118,1.08823529411765
"Stuart.Jamieson",1,4,2,1,2,4,4,0
"StuartBrady",3.5,4.5,1.75,0.5,2.5,3.75,3.5,0.5
"Stuartyeates",3.44444444444444,2.44444444444444,1.77777777777778,1.66666666666667,0.888888888888889,3.11111111111111,4.33333333333333,1.22222222222222
"Stubbleboy",4,3,4,5,4,9,6,6
"Stude62",7,1,5,0,1,10,8,3
"Student68951",4,0,2,2,2,1,3,1
"Student7",2.55882352941176,3.88235294117647,2.05882352941176,1.97058823529412,2.52941176470588,3.32352941176471,4.70588235294118,1.55882352941176
"Studentofisless",1.5,3,2,1.5,3,3,5,1.5
"Studerby",2.84615384615385,3.38461538461538,2.38461538461538,2.07692307692308,1.69230769230769,1.92307692307692,5.76923076923077,0.846153846153846
"StudyAndBeWise",0.25,2,0.75,0.25,0.75,3,2,1.5
"StuffOfInterest",1,1.5,1.25,2.5,2.25,5.5,6.5,1.75
"Stumason",2,1,1.5,2.5,0.5,1.5,2.5,0
"Stumps",4,5,2,2,3,3,6,2
"Stunteltje",6,9,5,2,7,10,12,2
"Stupidus Maximus",1.5,2.5,0.5,1.5,1.25,2,4,0.75
"Sturmvogel 66",2.11904761904762,2.21428571428571,1.64285714285714,1.21428571428571,1.42857142857143,2.30952380952381,3.5,1.14285714285714
"Stutzey",4,3,3,2,0,3,4,1
"Stux",3.5,5.5,4.5,3.5,2,7.5,7.5,4
"Stwalkerster",1.78571428571429,2.42857142857143,2,2.35714285714286,2.07142857142857,2.78571428571429,3.28571428571429,0.642857142857143
"Styath",6.33333333333333,5.66666666666667,5,3.66666666666667,3.66666666666667,3.33333333333333,8.33333333333333,4
"Stybn",4,2.5,1,0,4,1,4.5,0
"Su30",6,3,1,1.5,1.5,3,7.5,3
"SuaveArt",4,5,5,0,7,0,6,1
"Sub-Z3R0",0,0,0,0,0,2,1,0
"Subhash bose",5,3,3,4.5,4,5.5,11.5,1.5
"Subman758",2,4,4,5,3,11,3,4
"Subramanian",0,3,4.5,2,2.5,4.5,5,0.5
"Subtropical-man",5,5,3,3,1,4,7.5,0.5
"Subwayjack",32,33,27,9,21,40,57,4
"Subzerosmokerain",4.5,5.5,2.5,4,3.5,4,6.5,2.5
"SuchiBhasin",3.5,7,3.5,3.5,5.5,6,4,2.5
"Sucrine",4,5,2,0,2,6,1,2
"Sudarshan.muralidhar",5,4,3,2,4,2,4,3
"SudoGhost",4.17948717948718,5.46153846153846,3.84615384615385,2.25641025641026,4.02564102564103,3.15384615384615,6.58974358974359,1.46153846153846
"Suduser85",4,3,2,6,2,4,8,0
"Sue Gardner",2.4,6.6,6.8,4.4,6,8.8,9.8,2
"Sue Kastle",7,12,8,6,9,11,12,7
"SueHay",0,1,0,0,0,2,2,2
"Suede67",2.90277777777778,4.29166666666667,3.125,2.95833333333333,3.29166666666667,5.69444444444444,5,1.84722222222222
"Suffusion of Yellow",2.5,2.25,1,0.5,2.5,2,2.75,0.75
"Sufur222",10,10,11.5,6.5,7,9.5,15,3.5
"Sugaar",1.2,2.6,2.6,1.4,3,1.8,3.6,0.6
"Sugar-Baby-Love",0.75,2.25,2,1.5,2,3.5,3.5,0.75
"Sugarbat",4,7,3,3,9,13,12,8
"Sugarfish",3,7,4,3,3,6,12,1
"Sugarpine",1,2,1,1,1,2,3,1
"SuggestBot",0.486486486486487,2,2,1,0.972972972972973,2,3.51351351351351,1
"Suicidalhamster",3,4,2,2,2,2,4,3
"Suit-n-tie",0.5,0,0,0.5,2,2,1.5,0
"Sukecchi",0,0,0,0,1,1,3,1
"Sukh",1.97368421052632,3.44736842105263,2.89473684210526,2.18421052631579,2.05263157894737,3.26315789473684,3.81578947368421,1.18421052631579
"Sulmuesi",2,10,9,7,5,15,11,7
"Sultan-Commander",2,0,1,0,0,1,3,0
"Sulzer55",1.5,1.5,1,1.5,1.5,0,2.5,1
"Sumbuddi",1,5,2,3,4,2,10,3
"Summer Vacation",21,32,25,11,20,22,37,9
"SummerPhD",3.52777777777778,3.71666666666667,2.28888888888889,1.68333333333333,2.18888888888889,3.27777777777778,5.74444444444444,1.64444444444444
"SummerWithMorons",1.75,0.75,1.75,0.75,1,0.5,1.25,0.25
"Summerguy811",4,8,6,6,11,4,11,0
"Sumoeagle179",2,2,1,0,3,3,2,0
"Sumple",3.5,5,2,1.5,3,2,7,1
"Sumsum2010",3,2.97222222222222,1.63888888888889,1.27777777777778,1.72222222222222,2.36111111111111,4.33333333333333,1.08333333333333
"Sumthingweird",2,2.5,1,0.5,2.5,2,1.5,0.5
"SunCountryGuy01",3.5,3.25,1.25,0.75,1,3.75,4.75,0.5
"SunCreator",2.34848484848485,2.87878787878788,1.84848484848485,1.28787878787879,1.95454545454545,2.09090909090909,3.92424242424242,1.13636363636364
"SunDragon34",2,3.5,3.5,1.5,1.5,6,5,1
"SunKing",3,3.5,2.5,3,2,2,4,0
"SunRiddled",10.5,13,5.5,5.5,11,14.5,19,5
"SunStar Net",1.125,1.125,0.25,0.75,1,1.75,2.25,0.25
"SunSw0rd",10.5,12,6,2.75,9.25,4.5,10.25,1.75
"Sundar",1,8,6,2,3,6,5,2
"Sunderland06",1,1.2,0.4,0.8,0.6,2,2,0.4
"Sundevilesq",5.16666666666667,4.83333333333333,4.16666666666667,2.66666666666667,2.66666666666667,5.66666666666667,8.5,2.66666666666667
"Sundostund",0.75,1.25,0.5,1.25,0.5,2,1.75,0.5
"Sunhawk",0,0,0,1,0,1,1,0
"Sunholm",2,0,0,0,0,0,1,0
"Sunil060902",3.16666666666667,2.56666666666667,2.23333333333333,2.2,1.8,2.3,5.13333333333333,1.13333333333333
"Sunny910910",0,1,1,2,0,2,2,0
"Sunnyprime",8.5,13,5.5,4.5,6.5,8.5,13,3
"Sunray",3.32258064516129,4.93548387096774,2.29032258064516,1.90322580645161,2.67741935483871,5.08064516129032,7.24193548387097,1.67741935483871
"Sunshineboy",4,4,3,1,1,1,4,0
"Suntag",3.31578947368421,2.57894736842105,2.26315789473684,1.57894736842105,2.10526315789474,3.15789473684211,6,1.21052631578947
"Suomi Finland 2009",4.20689655172414,5.03448275862069,2.89655172413793,2.27586206896552,2.44827586206897,3.86206896551724,5.72413793103448,1.51724137931034
"Sup3rior",2,0,0,1,1,2,2,0
"SupaStarGirl",0,3,0,3,2,5,1,0
"Supadawg",3,6,3,3,4,7.5,8.5,1
"Supaman89",8.5,16.5,9,10.5,14.5,7,20.5,6.5
"Super-Magician",1,0,0,0,0,1,1,1
"SuperFlash101",2.41176470588235,2.11764705882353,2.47058823529412,2,1.94117647058824,2.23529411764706,2.70588235294118,1.23529411764706
"SuperHamster",3.84210526315789,4.57894736842105,3.15789473684211,2.31578947368421,3.05263157894737,3.10526315789474,5.15789473684211,1.42105263157895
"SuperMarioMan",1,1.16666666666667,0.5,0.5,1.5,0.5,1.83333333333333,0.666666666666667
"SuperTank17",0,0,0,0,0,0,0,0
"Superbeecat",1.5,2.5,1.5,2,0.5,1.5,3,1
"Superchrome",2,1,1,0.5,0.5,2.5,2.5,0.5
"Supercoop",7,8,1,5,4,3,2,4
"Superjustinbros.",0,1,1,1,0,2,0,0
"Superlinus",1,2,1,1,1,1,2,1
"Superm401",2.625,5.25,3.125,1.375,3.75,5,6.5,1.75
"Supernumerary",10,5,12,3,7,5,9,2
"Superp",3.16666666666667,3.16666666666667,2.33333333333333,3.5,1.5,3.5,5.83333333333333,1.33333333333333
"Supersaiyanplough",1,4,3,2,5,1,1,0
"Superscott789",2,0,0,1,1,1,2,0
"Supertheman",3.81818181818182,5.09090909090909,3.18181818181818,2.18181818181818,3.81818181818182,5,5.81818181818182,2.72727272727273
"Supertigerman",3.33333333333333,3.66666666666667,2.33333333333333,2.66666666666667,2,3.33333333333333,3,0
"Supertouch",4.33333333333333,5.33333333333333,1.66666666666667,0.666666666666667,1.33333333333333,3.66666666666667,5,2.33333333333333
"Superzohar",0,3,0,1,1,0,1,0
"Supreme Deliciousness",2.98591549295775,4.80281690140845,2.63380281690141,2.05633802816901,3.35211267605634,4.30985915492958,5.36619718309859,1.32394366197183
"Supreme Unmanifest",1,1,0,0,0,2,3,0
"Supreme_Cmdr",1,1.5,1,1.5,0.5,2,2.5,1
"Suradnik13",1,0,0,0,0,2,0,0
"Surajt88",2.36363636363636,3,1.72727272727273,0.545454545454545,1.27272727272727,4.27272727272727,3.81818181818182,0.909090909090909
"Sureshpurohit",0,0,0,0,0,0,0,0
"Suriel1981",0,0,0,0,0,0,0,0
"Surogase",5.33333333333333,4.66666666666667,4.33333333333333,1.33333333333333,2.66666666666667,3.33333333333333,10.3333333333333,2
"Surtsicna",5.1,6.6,5.1,4.2,4.3,7.2,9.1,2
"Surturz",4.2375,4.975,2.1,2.75,3.1875,5.6,7.3875,1.875
"Suruena",3.5,3.25,2.5,2.5,3.25,2.75,5,2.75
"Survir",7,10,7.25,6.25,5,7.5,11,5.25
"Sus scrofa",3.54545454545455,3.54545454545455,3.45454545454545,1.72727272727273,3.27272727272727,1.72727272727273,5.36363636363636,1.36363636363636
"Susan McCarthy",2,2,1,0,2,0,4,1
"Susan118",1,0,0,0,0,1,1,0
"SusanLesch",2.56976744186047,3.04651162790698,2.45348837209302,1.68604651162791,1.95348837209302,3.51162790697674,4.94186046511628,1.47674418604651
"SusanWynneThomson",2,5.5,2,1.5,2,3,2,2.5
"Susanne2009NYC",8,7.66666666666667,6.83333333333333,2,3.16666666666667,8.5,9.66666666666667,3.83333333333333
"Sushant gupta",0.4,1,0,0.4,0.4,1.2,0.6,0.2
"Sushi654",4,2,1,3,3,2,9,1
"SushiGeek",1.2,1.2,0.8,0.8,1,1.4,1.8,0.4
"Sushiya",5,3,0,2,0,3,6,0
"Susume-eat",2,5,1,4,1,7,3,2
"Suursaari",1,1,0,0,0,2,2,0
"Suva",3,2,3,1,2,2,4,2
"Suyogaerospace",0,3.5,1.5,1,3,3.5,2,0
"Suzanne10",1,1,1,1,0,2,2,1
"SuzanneKn",6,3.5,5.5,3.5,3.5,6,8,2.5
"Sv1xv",1,1.33333333333333,0.333333333333333,0.666666666666667,1,1,2.33333333333333,0.666666666666667
"SvHannibal",0,0,0,0,0,1,1,0
"Svanslyck",8.66666666666667,5,2.66666666666667,0.666666666666667,2,2.66666666666667,9.66666666666667,2.66666666666667
"Sven Manguard",3.09859154929577,3.76056338028169,2.40845070422535,1.64788732394366,2.7887323943662,4.30985915492958,5.80281690140845,1.35211267605634
"Sven70",0,0,0,0,0,0,0,0
"Sverdrup",2.625,3.75,2,2.5,2.125,3.5,4.25,1.625
"Svgalbertian",5,3,1.5,1.5,2,3.5,3.5,0.5
"Svglolla",2,4,3,6,1,3,6,3
"Svick",2,3.11764705882353,2.11764705882353,1.35294117647059,2.47058823529412,3.70588235294118,3.29411764705882,1.23529411764706
"Swadhyayee",0,1,0,0,1,4,3,2
"Swallow2011",1,0,0,1,0,6,3,0
"Swaminworld",0,2,0,0,0,0,1,0
"Swampfire",5,6.77777777777778,4.33333333333333,4.22222222222222,6.44444444444444,6.66666666666667,6.44444444444444,3.44444444444444
"Swampyank",1.47368421052632,1.31578947368421,1.39473684210526,0.868421052631579,1,1.73684210526316,2.60526315789474,0.921052631578947
"Swanny18",4,2,1,1,2,2,4,2
"Swaq",1.66666666666667,7.66666666666667,3.33333333333333,2.33333333333333,3.33333333333333,3.66666666666667,4,0.666666666666667
"Swarm",5,5.46153846153846,4.23076923076923,3.15384615384615,4.84615384615385,5.23076923076923,7.69230769230769,3.61538461538462
"Swarve",0,1.33333333333333,1,0.666666666666667,2,2.66666666666667,2.66666666666667,0.333333333333333
"Swatara",11,12.5,6.5,7,6.5,7.5,11.5,3
"Swatjester",10,6,4.5,2.5,5,5.5,12,2
"Swedewiki",4,2,1,1,1,0,2,2
"SweetCarmen",0.5,0.25,0.5,0.5,0.5,2.5,1.25,0.5
"SweetNeo85",5,7,4,6,9,12,6,3
"Sweetaurora",7,8,6,2,4,9,13,1
"Sweetiepetie",1,1.4,1,1.4,0.6,1,2,0.6
"Sweetloulou",3,3.5,2,1,4,4,2,1.5
"Sweetpoet",9,10,16,10,7,17,20,9
"Sweetrealman",0,3,1,1,2,5,1,0
"Swerdnaneb",1,0,1,0,2,1,4,0
"Swid",3.75,2.75,2,1,1.75,2,4,2.25
"Swift",5.5,3,1.5,1,3.5,1.5,9,3
"Swift as an Eagle",2.5,2.5,1.5,2.5,3.5,2,3.5,1
"SwimmingHole",1,2,2,1,1,1,0,0
"Swimmtastic",1,3,1,5,4,3,2,1
"Swimnteach",2,0,1,1,2,1,4,0
"SwingLowSweetDeej",4,6,4,4,4,3,9,4
"Swinger222",0,0,0,0,1,1,1,2
"Swirlboy39",0.5,3,1,1,0,2.5,1.5,0.5
"SwissCelt",4.66666666666667,4,1.33333333333333,3,3,5.33333333333333,9.33333333333333,3.33333333333333
"SwisterTwister",2.66666666666667,3.66666666666667,2.33333333333333,0.666666666666667,2,4.33333333333333,6.66666666666667,1.66666666666667
"SwitChar",7.5,4.5,4.5,3,6,4,10,3.5
"Swliv",2.46153846153846,2.46153846153846,2.69230769230769,3.15384615384615,2.30769230769231,4.53846153846154,6.76923076923077,1.23076923076923
"Swood100",2,1,0,1,0,0,1,0
"Swtpc6800",4,2.625,1.125,1,0.375,3.625,6.5,1.375
"Sxeptomaniac",2,1.5,2,1.5,2,5,6,2.5
"SyG",2.33333333333333,3.41666666666667,1.16666666666667,1.08333333333333,1.25,3.08333333333333,3.66666666666667,0.583333333333333
"Sydney Bluegum",6,12,5,2,3,8,6,2
"SyedNaqvi90",7.8125,12.6875,8.25,6,7.5,11.75,17.0625,5.0625
"Syfuel",0.666666666666667,1.33333333333333,1,0,0.333333333333333,3,1,0
"Syiem",0,1,0,0.5,1,0.5,0,0.5
"Syjytg",6.8,6.8,3.6,3.2,4.2,6,9.8,4.2
"Sykes83",6,8,3,4,9,3,10,4
"Syler.mi4",0,0,0,1,0,1,0,0
"Sylvain1972",3.54838709677419,3.93548387096774,2.19354838709677,1.58064516129032,3.80645161290323,3.16129032258065,5.25806451612903,1.51612903225806
"Sylvia Anna",0,0,0,0,0,0,0,0
"Sylwia Ufnalska",4,3.83333333333333,3.83333333333333,3.5,3.83333333333333,6,7.66666666666667,2.33333333333333
"Symbio04",6,4,2,0,2,2,4,2
"Symplectic Map",1,3,2,1,0,5,4,2
"Sympleko",2,6.5,2,2.5,3,3.5,5.5,3.5
"SynEx",8,8,4,2,5,6,11,5
"Syncategoremata",0.923076923076923,0,0.0769230769230769,0.0769230769230769,0,0.153846153846154,0.153846153846154,2.07692307692308
"Synchronism",3.71428571428571,3.57142857142857,2.78571428571429,2.07142857142857,2.85714285714286,3,4.5,1.42857142857143
"Syndrome",7,6,4,2,3,11,12,2
"SynergeticMaggot",3.08333333333333,2.83333333333333,2.58333333333333,1.58333333333333,2.5,3.41666666666667,7.41666666666667,1.5
"Synergy",1.66666666666667,2.55555555555556,2.22222222222222,1.33333333333333,0.944444444444444,3.27777777777778,3.83333333333333,0.888888888888889
"SynergyStar",3.23076923076923,2.53846153846154,1.69230769230769,1.84615384615385,1.5,2.30769230769231,4.92307692307692,1.34615384615385
"SynjoDeonecros",3.5,4.5,2,2.5,2,3,5.5,0.5
"Syrthiss",2.76712328767123,3.83561643835616,2.8013698630137,1.97260273972603,2.82191780821918,4.13013698630137,4.86986301369863,1.25342465753425
"Szansztar",3.5,5,5,4,2,5.5,6.5,1
"Szhaider",0,0,0,0,0,2,1,0
"Szipucsu",6.33333333333333,12.6666666666667,4.83333333333333,3.5,4.5,8.33333333333333,7.33333333333333,3.66666666666667
"Szquirrel",7,4,2,1,1,5,12,1
"Szyslak",7.5,3.75,4.75,5.25,3.75,7,11.25,2
"Szzuk",5,5,5,3,3,8,6,3
"Sølvguttene",0,0,0,0,0,0,0,0
"Sławomir Biały",5.14285714285714,6,2.28571428571429,2.85714285714286,4.14285714285714,4.28571428571429,11.7142857142857,1.85714285714286
"T L Miles",3,3,2,2,1,4.5,5,2
"T'Shael",0.75,1.25,0.666666666666667,0.5,1.16666666666667,2,1.08333333333333,0.25
"T-1000",7,7,6,7,10,10,17,0
"T-borg",1,1.5,1.5,1.25,0.75,1.75,1.5,0
"T-dot",9.42857142857143,8.5,9.5,5.78571428571429,6.5,5.42857142857143,13.2857142857143,4
"T-man, the Wise Scarecrow",4.25,5.75,3.5,3.25,3.5,7.25,7.75,3.25
"T-r-davies",3.5,5,2,2.5,2.5,3,8,2
"T. Anthony",6,2,6,4,4,2,10,7
"T. Canens",3.5,3.5,2.5,1.33333333333333,1.66666666666667,0.5,5,1.83333333333333
"T. Moitie",2,13,2,1,4,8,4,3
"T.J.C.",3,3,3,0,4,5,7,2
"T.Neo",2,2,3,0,1,2,5,1
"T.woelk",7,8,6.5,3.5,3,3,8.5,2
"T0mpr1c3",1,0,1,1,0,2,3,1
"T24G",10,11,9,6,8,8,10,3
"T3Smile",6.875,5.625,5.5,3,3.25,6.375,10.875,2.375
"TA-ME",3,5,3,4,1,2,4,3
"TAG.Odessa",0,3,2,1.5,3,3,4.5,1
"TAnthony",6.58823529411765,6.58823529411765,6.23529411764706,3.82352941176471,4.82352941176471,6,10.3529411764706,2.94117647058824
"TBC",1.8,1.2,2.4,0.8,0,2.2,3.4,1
"TBTA",5,6.4,4.6,2.4,5.2,4,10,3.6
"TCB007",2,3,5,7,1,5,17,1
"TCNSV",2.47619047619048,2.71428571428571,1.52380952380952,1.66666666666667,1.71428571428571,2.85714285714286,4.47619047619048,0.80952380952381
"TCO",3,3.5,2.79166666666667,2.14583333333333,2.22916666666667,3.10416666666667,4.85416666666667,1.55208333333333
"TDC",1.66666666666667,4.55555555555556,2.5,1.38888888888889,3.11111111111111,5.38888888888889,5.38888888888889,0.833333333333333
"TDN169",8,6,2,0,1,2,7,1
"TDiNardo",6.25,8.5,6.5,3.25,6,5.5,15,2.5
"TEB728",3.06896551724138,4.10344827586207,1.93103448275862,1.82758620689655,2.62068965517241,3.79310344827586,5.06896551724138,1.10344827586207
"TEHodson",6.55555555555556,7,5,4.66666666666667,4.55555555555556,7.22222222222222,10.5555555555556,3.22222222222222
"TFCforever",5,5.5,1.5,1.5,2,4,4,1.5
"TFOWR",3.5,3.40909090909091,3,2.13636363636364,3.18181818181818,3.95454545454545,5.63636363636364,1.36363636363636
"TGCP",3,5,3.8,4,1.8,4.2,6,1.4
"TGilmour",1.2,1.8,0.8,0.6,1.4,1,2.4,0.2
"TGothier",0.5,2,1.5,1.25,0.75,3.5,2.25,0.25
"TH43",7,3,4,2,4,2,14,3
"THB",0,0,0,0,0,0,1,0
"THD3",3.4,3.4,2.73333333333333,2.46666666666667,2.26666666666667,3.4,4.73333333333333,0.933333333333333
"THDju",1,4,1.5,3.5,2.5,4.5,3.5,1
"THE IMPERIOUS DORK",3,3,2,0,1,1,3,0
"THEN WHO WAS PHONE?",3,5,2,0.5,3,4,7,2.5
"THEemu",0,0,0,0,0,0,0,0
"THF",3.67058823529412,3.64705882352941,2.92941176470588,2.17647058823529,2.58823529411765,3.84705882352941,5.96470588235294,0.976470588235294
"TJ Black",5.5,8.5,7,6.5,5.5,16,13,3.5
"TJ Spyke",2.94736842105263,4.31578947368421,2.36842105263158,2.05263157894737,3.63157894736842,3.05263157894737,5.57894736842105,1.52631578947368
"TJJFV",7,5,6,3,2,10,13,2
"TJRC",3.02,2.6,2.04,1.78,2.4,3.44,4.74,1.36
"TJSwoboda",3,4,3,1,2,6,8,1
"TK5610L",4,5,1,2,3,6,8,4
"TKD",5.36363636363636,5.81818181818182,2.54545454545455,2,4.09090909090909,3.45454545454545,8.63636363636364,2.09090909090909
"TKE",1.5,1.66666666666667,1.33333333333333,1.16666666666667,2.33333333333333,2.83333333333333,3.16666666666667,0.166666666666667
"TL36",6.5,5.16666666666667,3.83333333333333,3.16666666666667,4,5.83333333333333,11.8333333333333,3.33333333333333
"TLEberle",0,0,1,3,0,1,1,0
"TMC1221",2.5,0,0.5,0,0,2,2.5,0.5
"TMC1982",7.71428571428571,6.71428571428571,4.85714285714286,4.85714285714286,4,4.28571428571429,9.42857142857143,2.85714285714286
"TML",1.42857142857143,2.42857142857143,0.857142857142857,0.857142857142857,1.71428571428571,2.57142857142857,2.85714285714286,0.857142857142857
"TMLutas",4.90909090909091,6.09090909090909,2.90909090909091,2.54545454545455,4.63636363636364,2.90909090909091,9.81818181818182,1.54545454545455
"TMS63112",17,13,6,4,2,5,21,8
"TPIRFanSteve",1.30645161290323,2.48387096774194,1.45161290322581,1.75806451612903,2.03225806451613,2.88709677419355,3,1.03225806451613
"TParis",5.15625,6.40625,4.09375,2.75,4.25,6.625,8.09375,1.78125
"TParis00ap",2.85714285714286,2.28571428571429,0.857142857142857,1,2.28571428571429,2.57142857142857,3.71428571428571,1
"TQ",1,2,1,0,1,3,2,1
"TR05401",1.66666666666667,4.33333333333333,3.33333333333333,3.33333333333333,3.66666666666667,4.33333333333333,5.33333333333333,1.33333333333333
"TRAVELLINGCARI",2.43478260869565,2.8695652173913,2.82608695652174,2.30434782608696,2.34782608695652,4.30434782608696,5.30434782608696,1.26086956521739
"TRAiNER4",2,0,0,0,0,2,2,1
"TRTX",1,0,0,0,2,0,3,0
"TSO1D",4,6,1,3,2,4,6,3
"TSP",1,3,3,3,1,11,6,2
"TSRL",5,4.88235294117647,3.35294117647059,2.94117647058824,2.94117647058824,4.35294117647059,6.52941176470588,1.85294117647059
"TShilo12",3.68421052631579,3.78947368421053,2.89473684210526,1.73684210526316,2.26315789473684,3.84210526315789,6.21052631578947,1.42105263157895
"TTN",4.02083333333333,7.125,3.89583333333333,3.4375,4.54166666666667,3.83333333333333,8.33333333333333,2.9375
"TUF-KAT",3,5,2,4,2,2,4,2
"TV Newser",6,7.75,3.5,1.5,4.75,4.625,8.75,2.25
"TV1981HS",0,0,0,0,0,2,1,0
"TV9",4.25,7,4.5,3.5,2.5,9.25,10,1
"TVArchivistUK",16,18.5,9.5,8.5,14,16.5,26.5,10
"TWCarlson",1,2,0,1,1,1,2,0
"TWmanzAG",14,11,4,3,3,6,11,6
"TYelliot",10,5,2,1,0,3,10,1
"Ta bu shi da yu",2.92307692307692,5.07692307692308,3.26923076923077,2.23076923076923,2.65384615384615,6,5.53846153846154,1.30769230769231
"Taalo",6.28571428571429,9.53571428571429,5.46428571428571,5.67857142857143,6.07142857142857,8.46428571428571,12.25,3.92857142857143
"Taam",11,6,4,3,6.5,2.5,15.5,6
"Tabercil",3.03472222222222,3.25,2.38888888888889,1.90972222222222,2.78472222222222,3.22916666666667,5.67361111111111,1.27083333333333
"Tabib",0,2,3,0,1,0,2,1
"TableManners",2,4.5,3,1.5,3.5,5,4,1.5
"Tabletop",0,0.6,0.6,0.2,0.2,0.8,1,0
"TabooTikiGod",2.33333333333333,2.66666666666667,1,2.33333333333333,1.66666666666667,1,3.33333333333333,1.66666666666667
"Taborlechner",1,0,0,0,0,1,4,0
"Tachikoma",3.5,4.25,3.66666666666667,3,3.25,8.58333333333333,6.5,2.83333333333333
"TachyonJack",2,4,1,2,2,3,2,0
"Tad Lincoln",5,3,2,3,3,5,12,0
"Tadakuni",4.79166666666667,4.16666666666667,3.75,3.14583333333333,4.3125,4.72916666666667,9.16666666666667,1.8125
"Tadas12",0,1,1,0,1,4,1,0
"Tadija",0,1,0,1,0,1,1,0
"Taelus",3.25,3.5,1.58333333333333,2.08333333333333,1.91666666666667,3,5.58333333333333,1.33333333333333
"Taemyr",1,1,0.75,0.75,1,0.5,1.75,0
"TaerkastUA",2.7,1.8,1.9,2,1.6,2.9,3.5,1.1
"Tagishsimon",2.85185185185185,2.96296296296296,1.66666666666667,1.85185185185185,1.74074074074074,3.11111111111111,5.33333333333333,1.25925925925926
"Taivo",3.44871794871795,3.73076923076923,2.5,1.58974358974359,2.64102564102564,2.58974358974359,5.08974358974359,1.71794871794872
"Taiwan boi",2,3.75,1.25,0.75,2.5,5.5,7,1.25
"Tajik",4.25,3.25,1.25,1.75,2.25,2.5,3.5,0.75
"Takabeg",1.11111111111111,2.7962962962963,1.85185185185185,1.09259259259259,1.5,3.18518518518519,4.44444444444444,1.05555555555556
"TakakaCounty",4,2,2,1,2,1,5,1
"Takamaxa",1,1.33333333333333,0.666666666666667,0.333333333333333,0.666666666666667,3,2.66666666666667,0.333333333333333
"TakenakaN",1.83333333333333,2.33333333333333,0.166666666666667,0.833333333333333,2,1.83333333333333,3.16666666666667,0.5
"Taketa",1.66666666666667,2.66666666666667,0.833333333333333,0.333333333333333,1.5,3.16666666666667,3.66666666666667,0.166666666666667
"Taking stock",2,0,0,0,0,1,2,0
"Takinzinnia",6,2,3,3,1,2,10,2
"Taksen",2.5,5.5,3.5,2.5,3.5,6.5,8.5,2
"Takuy",1,1,3,1,1,0,2,0
"TakuyaMurata",4,3,4,4,3,4,4,0
"Tal642",0,1,1,1,3,4,2,0
"Talessman",5,3,5,1,0,9,6,4
"TallMagic",1,1,2,0,0,3,2,0
